variable;code;vintage
;EMI_per_sqm-kgCO2-Res-HH-Thermal-SH-Oil-Oil_LiqBio;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-SH-Gas-NG_Biogas;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-SH-Biomass-Biomass_Waste;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-SH-Geo-Geo;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-SH-DistrHeat-Steam_Distr;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-SH-AdvElc-Elec;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-SH-ConvElc-Elec;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-SH-TotalCirculation-Elec;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-SC-AC-Elec;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-WH-Solids-Solids;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-WH-LPG-LPG;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-WH-Oil-Oil_LiqBio;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-WH-Gas-NG_Biogas;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-WH-Biomass-Biomass_Waste;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-WH-Geo-Geo;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-WH-DistrHeat-Steam_Distr;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-WH-Elc-Elec;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-WH-TotalSolar-Solar;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-CO-Solids-Solids;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-CO-LPG-LPG;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-CO-Gas-NG_Biogas;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-CO-Biomass-Biomass_Waste;
;EMI_per_sqm-kgCO2-Res-HH-Thermal-CO-Elc-Elec;
;NUM-number-Res-HHnew-Thermal;
;NUM-number-Res-HHnew-Thermal-SH;
;NUM-number-Res-HHnew-Thermal-SH-Solids;
;NUM-number-Res-HHnew-Thermal-SH-LPG;
;NUM-number-Res-HHnew-Thermal-SH-Oil;
;NUM-number-Res-HHnew-Thermal-SH-Gas;
;NUM-number-Res-HHnew-Thermal-SH-Biomass;
;NUM-number-Res-HHnew-Thermal-SH-Geo;
;NUM-number-Res-HHnew-Thermal-SH-DistrHeat;
;NUM-number-Res-HHnew-Thermal-SH-AdvElc;
;NUM-number-Res-HHnew-Thermal-SH-ConvElc;
;NUM-number-Res-HHnew-Thermal-SC;
;NUM-number-Res-HHnew-Thermal-SC-AC;
;NUM-number-Res-HHnew-Thermal-WH;
;NUM-number-Res-HHnew-Thermal-WH-Solids;
;NUM-number-Res-HHnew-Thermal-WH-LPG;
;NUM-number-Res-HHnew-Thermal-WH-Oil;
;NUM-number-Res-HHnew-Thermal-WH-Gas;
;NUM-number-Res-HHnew-Thermal-WH-Biomass;
;NUM-number-Res-HHnew-Thermal-WH-Geo;
;NUM-number-Res-HHnew-Thermal-WH-DistrHeat;
;NUM-number-Res-HHnew-Thermal-WH-Elc;
;NUM-number-Res-HHnew-Thermal-WH-Solar;
;NUM-number-Res-HHnew-Thermal-CO;
;NUM-number-Res-HHnew-Thermal-CO-Solids;
;NUM-number-Res-HHnew-Thermal-CO-LPG;
;NUM-number-Res-HHnew-Thermal-CO-Gas;
;NUM-number-Res-HHnew-Thermal-CO-Biomass;
;NUM-number-Res-HHnew-Thermal-CO-Elc;
;FEC-ktoe-Res-HHnew-Thermal;
;FEC-ktoe-Res-HHnew-Thermal-SH;
;FEC-ktoe-Res-HHnew-Thermal-SH-Solids-Solids;
;FEC-ktoe-Res-HHnew-Thermal-SH-LPG-LPG;
;FEC-ktoe-Res-HHnew-Thermal-SH-Oil-Oil_LiqBio;
;FEC-ktoe-Res-HHnew-Thermal-SH-Gas-NG_Biogas;
;FEC-ktoe-Res-HHnew-Thermal-SH-Biomass-Biomass_Waste;
;FEC-ktoe-Res-HHnew-Thermal-SH-Geo-Geo;
;FEC-ktoe-Res-HHnew-Thermal-SH-DistrHeat-Steam_Distr;
;FEC-ktoe-Res-HHnew-Thermal-SH-AdvElc-Elec;
;FEC-ktoe-Res-HHnew-Thermal-SH-ConvElc-Elec;
;FEC-ktoe-Res-HHnew-Thermal-SH-TotalCirculation-Elec;
;FEC-ktoe-Res-HHnew-Thermal-SC;
;FEC-ktoe-Res-HHnew-Thermal-SC-AC-Elec;
;FEC-ktoe-Res-HHnew-Thermal-WH;
;FEC-ktoe-Res-HHnew-Thermal-WH-Solids-Solids;
;FEC-ktoe-Res-HHnew-Thermal-WH-LPG-LPG;
;FEC-ktoe-Res-HHnew-Thermal-WH-Oil-Oil_LiqBio;
;FEC-ktoe-Res-HHnew-Thermal-WH-Gas-NG_Biogas;
;FEC-ktoe-Res-HHnew-Thermal-WH-Biomass-Biomass_Waste;
;FEC-ktoe-Res-HHnew-Thermal-WH-Geo-Geo;
;FEC-ktoe-Res-HHnew-Thermal-WH-DistrHeat-Steam_Distr;
;FEC-ktoe-Res-HHnew-Thermal-WH-Elc-Elec;
;FEC-ktoe-Res-HHnew-Thermal-WH-TotalSolar-Solar;
;FEC-ktoe-Res-HHnew-Thermal-CO;
;FEC-ktoe-Res-HHnew-Thermal-CO-Solids-Solids;
;FEC-ktoe-Res-HHnew-Thermal-CO-LPG-LPG;
;FEC-ktoe-Res-HHnew-Thermal-CO-Gas-NG_Biogas;
;FEC-ktoe-Res-HHnew-Thermal-CO-Biomass-Biomass_Waste;
;FEC-ktoe-Res-HHnew-Thermal-CO-Elc-Elec;
;TES-ktoe-Res-HHnew-Thermal;
;TES-ktoe-Res-HHnew-Thermal-SH;
;TES-ktoe-Res-HHnew-Thermal-SH-Solids-Solids;
;TES-ktoe-Res-HHnew-Thermal-SH-LPG-LPG;
;TES-ktoe-Res-HHnew-Thermal-SH-Oil-Oil_LiqBio;
;TES-ktoe-Res-HHnew-Thermal-SH-Gas-NG_Biogas;
;TES-ktoe-Res-HHnew-Thermal-SH-Biomass-Biomass_Waste;
;TES-ktoe-Res-HHnew-Thermal-SH-Geo-Geo;
;TES-ktoe-Res-HHnew-Thermal-SH-DistrHeat-Steam_Distr;
;TES-ktoe-Res-HHnew-Thermal-SH-AdvElc-Elec;
;TES-ktoe-Res-HHnew-Thermal-SH-ConvElc-Elec;
;TES-ktoe-Res-HHnew-Thermal-SH-TotalCirculation-Elec;
;TES-ktoe-Res-HHnew-Thermal-SC;
;TES-ktoe-Res-HHnew-Thermal-SC-AC-Elec;
;TES-ktoe-Res-HHnew-Thermal-WH;
;TES-ktoe-Res-HHnew-Thermal-WH-Solids-Solids;
;TES-ktoe-Res-HHnew-Thermal-WH-LPG-LPG;
;TES-ktoe-Res-HHnew-Thermal-WH-Oil-Oil_LiqBio;
;TES-ktoe-Res-HHnew-Thermal-WH-Gas-NG_Biogas;
;TES-ktoe-Res-HHnew-Thermal-WH-Biomass-Biomass_Waste;
;TES-ktoe-Res-HHnew-Thermal-WH-Geo-Geo;
;TES-ktoe-Res-HHnew-Thermal-WH-DistrHeat-Steam_Distr;
;TES-ktoe-Res-HHnew-Thermal-WH-Elc-Elec;
;TES-ktoe-Res-HHnew-Thermal-WH-TotalSolar-Solar;
;TES-ktoe-Res-HHnew-Thermal-CO;
;TES-ktoe-Res-HHnew-Thermal-CO-Solids-Solids;
;TES-ktoe-Res-HHnew-Thermal-CO-LPG-LPG;
;TES-ktoe-Res-HHnew-Thermal-CO-Gas-NG_Biogas;
;TES-ktoe-Res-HHnew-Thermal-CO-Biomass-Biomass_Waste;
;TES-ktoe-Res-HHnew-Thermal-CO-Elc-Elec;
;Eff-ratio-Res-HHnew-Thermal;
;Eff-ratio-Res-HHnew-Thermal-SH;
;Eff-ratio-Res-HHnew-Thermal-SH-Solids-Solids;
;Eff-ratio-Res-HHnew-Thermal-SH-LPG-LPG;
;Eff-ratio-Res-HHnew-Thermal-SH-Oil-Oil_LiqBio;
;Eff-ratio-Res-HHnew-Thermal-SH-Gas-NG_Biogas;
;Eff-ratio-Res-HHnew-Thermal-SH-Biomass-Biomass_Waste;
;Eff-ratio-Res-HHnew-Thermal-SH-Geo-Geo;
;Eff-ratio-Res-HHnew-Thermal-SH-DistrHeat-Steam_Distr;
;Eff-ratio-Res-HHnew-Thermal-SH-AdvElc-Elec;
;Eff-ratio-Res-HHnew-Thermal-SH-ConvElc-Elec;
;Eff-ratio-Res-HHnew-Thermal-SH-TotalCirculation-Elec;
;Eff-ratio-Res-HHnew-Thermal-SC;
;Eff-ratio-Res-HHnew-Thermal-SC-AC-Elec;
;Eff-ratio-Res-HHnew-Thermal-WH;
;Eff-ratio-Res-HHnew-Thermal-WH-Solids-Solids;
;Eff-ratio-Res-HHnew-Thermal-WH-LPG-LPG;
;Eff-ratio-Res-HHnew-Thermal-WH-Oil-Oil_LiqBio;
;Eff-ratio-Res-HHnew-Thermal-WH-Gas-NG_Biogas;
;Eff-ratio-Res-HHnew-Thermal-WH-Biomass-Biomass_Waste;
;Eff-ratio-Res-HHnew-Thermal-WH-Geo-Geo;
;Eff-ratio-Res-HHnew-Thermal-WH-DistrHeat-Steam_Distr;
;Eff-ratio-Res-HHnew-Thermal-WH-Elc-Elec;
;Eff-ratio-Res-HHnew-Thermal-WH-TotalSolar-Solar;
;Eff-ratio-Res-HHnew-Thermal-CO;
;Eff-ratio-Res-HHnew-Thermal-CO-Solids-Solids;
;Eff-ratio-Res-HHnew-Thermal-CO-LPG-LPG;
;Eff-ratio-Res-HHnew-Thermal-CO-Gas-NG_Biogas;
;Eff-ratio-Res-HHnew-Thermal-CO-Biomass-Biomass_Waste;
;Eff-ratio-Res-HHnew-Thermal-CO-Elc-Elec;
;EMI-ktCO2-Res-HHnew-Thermal;
;EMI-ktCO2-Res-HHnew-Thermal-SH;
;EMI-ktCO2-Res-HHnew-Thermal-SH-Solids-Solids;
;EMI-ktCO2-Res-HHnew-Thermal-SH-LPG-LPG;
;EMI-ktCO2-Res-HHnew-Thermal-SH-Oil-Oil_LiqBio;
;EMI-ktCO2-Res-HHnew-Thermal-SH-Gas-NG_Biogas;
;EMI-ktCO2-Res-HHnew-Thermal-SH-Biomass-Biomass_Waste;
;EMI-ktCO2-Res-HHnew-Thermal-SH-Geo-Geo;
;EMI-ktCO2-Res-HHnew-Thermal-SH-DistrHeat-Steam_Distr;
;EMI-ktCO2-Res-HHnew-Thermal-SH-AdvElc-Elec;
;EMI-ktCO2-Res-HHnew-Thermal-SH-ConvElc-Elec;
;EMI-ktCO2-Res-HHnew-Thermal-SH-TotalCirculation-Elec;
;EMI-ktCO2-Res-HHnew-Thermal-SC;
;EMI-ktCO2-Res-HHnew-Thermal-SC-AC-Elec;
;EMI-ktCO2-Res-HHnew-Thermal-WH;
;EMI-ktCO2-Res-HHnew-Thermal-WH-Solids-Solids;
;EMI-ktCO2-Res-HHnew-Thermal-WH-LPG-LPG;
;EMI-ktCO2-Res-HHnew-Thermal-WH-Oil-Oil_LiqBio;
;EMI-ktCO2-Res-HHnew-Thermal-WH-Gas-NG_Biogas;
;EMI-ktCO2-Res-HHnew-Thermal-WH-Biomass-Biomass_Waste;
;EMI-ktCO2-Res-HHnew-Thermal-WH-Geo-Geo;
;EMI-ktCO2-Res-HHnew-Thermal-WH-DistrHeat-Steam_Distr;
;EMI-ktCO2-Res-HHnew-Thermal-WH-Elc-Elec;
;EMI-ktCO2-Res-HHnew-Thermal-WH-TotalSolar-Solar;
;EMI-ktCO2-Res-HHnew-Thermal-CO;
;EMI-ktCO2-Res-HHnew-Thermal-CO-Solids-Solids;
;EMI-ktCO2-Res-HHnew-Thermal-CO-LPG-LPG;
;EMI-ktCO2-Res-HHnew-Thermal-CO-Gas-NG_Biogas;
;EMI-ktCO2-Res-HHnew-Thermal-CO-Biomass-Biomass_Waste;
;EMI-ktCO2-Res-HHnew-Thermal-CO-Elc-Elec;
;FEC_per_household-kWh-Res-HHnew-Thermal;
;FEC_per_household-kWh-Res-HHnew-Thermal-SH;
;FEC_per_household-kWh-Res-HHnew-Thermal-SH-Solids-Solids;
;FEC_per_household-kWh-Res-HHnew-Thermal-SH-LPG-LPG;
;FEC_per_household-kWh-Res-HHnew-Thermal-SH-Oil-Oil_LiqBio;
;FEC_per_household-kWh-Res-HHnew-Thermal-SH-Gas-NG_Biogas;
;FEC_per_household-kWh-Res-HHnew-Thermal-SH-Biomass-Biomass_Waste;
;FEC_per_household-kWh-Res-HHnew-Thermal-SH-Geo-Geo;
;FEC_per_household-kWh-Res-HHnew-Thermal-SH-DistrHeat-Steam_Distr;
;FEC_per_household-kWh-Res-HHnew-Thermal-SH-AdvElc-Elec;
;FEC_per_household-kWh-Res-HHnew-Thermal-SH-ConvElc-Elec;
;FEC_per_household-kWh-Res-HHnew-Thermal-SH-TotalCirculation-Elec;
;FEC_per_household-kWh-Res-HHnew-Thermal-SC;
;FEC_per_household-kWh-Res-HHnew-Thermal-SC-AC-Elec;
;FEC_per_household-kWh-Res-HHnew-Thermal-WH;
;FEC_per_household-kWh-Res-HHnew-Thermal-WH-Solids-Solids;
;FEC_per_household-kWh-Res-HHnew-Thermal-WH-LPG-LPG;
;FEC_per_household-kWh-Res-HHnew-Thermal-WH-Oil-Oil_LiqBio;
;FEC_per_household-kWh-Res-HHnew-Thermal-WH-Gas-NG_Biogas;
;FEC_per_household-kWh-Res-HHnew-Thermal-WH-Biomass-Biomass_Waste;
;FEC_per_household-kWh-Res-HHnew-Thermal-WH-Geo-Geo;
;FEC_per_household-kWh-Res-HHnew-Thermal-WH-DistrHeat-Steam_Distr;
;FEC_per_household-kWh-Res-HHnew-Thermal-WH-Elc-Elec;
;FEC_per_household-kWh-Res-HHnew-Thermal-WH-TotalSolar-Solar;
;FEC_per_household-kWh-Res-HHnew-Thermal-CO;
;FEC_per_household-kWh-Res-HHnew-Thermal-CO-Solids-Solids;
;FEC_per_household-kWh-Res-HHnew-Thermal-CO-LPG-LPG;
;FEC_per_household-kWh-Res-HHnew-Thermal-CO-Gas-NG_Biogas;
;FEC_per_household-kWh-Res-HHnew-Thermal-CO-Biomass-Biomass_Waste;
;FEC_per_household-kWh-Res-HHnew-Thermal-CO-Elc-Elec;
;TES_per_household-kWh-Res-HHnew-Thermal;
;TES_per_household-kWh-Res-HHnew-Thermal-SH;
;TES_per_household-kWh-Res-HHnew-Thermal-SH-Solids-Solids;
;TES_per_household-kWh-Res-HHnew-Thermal-SH-LPG-LPG;
;TES_per_household-kWh-Res-HHnew-Thermal-SH-Oil-Oil_LiqBio;
;TES_per_household-kWh-Res-HHnew-Thermal-SH-Gas-NG_Biogas;
;TES_per_household-kWh-Res-HHnew-Thermal-SH-Biomass-Biomass_Waste;
;TES_per_household-kWh-Res-HHnew-Thermal-SH-Geo-Geo;
;TES_per_household-kWh-Res-HHnew-Thermal-SH-DistrHeat-Steam_Distr;
;TES_per_household-kWh-Res-HHnew-Thermal-SH-AdvElc-Elec;
;TES_per_household-kWh-Res-HHnew-Thermal-SH-ConvElc-Elec;
;TES_per_household-kWh-Res-HHnew-Thermal-SH-TotalCirculation-Elec;
;TES_per_household-kWh-Res-HHnew-Thermal-SC;
;TES_per_household-kWh-Res-HHnew-Thermal-SC-AC-Elec;
;TES_per_household-kWh-Res-HHnew-Thermal-WH;
;TES_per_household-kWh-Res-HHnew-Thermal-WH-Solids-Solids;
;TES_per_household-kWh-Res-HHnew-Thermal-WH-LPG-LPG;
;TES_per_household-kWh-Res-HHnew-Thermal-WH-Oil-Oil_LiqBio;
;TES_per_household-kWh-Res-HHnew-Thermal-WH-Gas-NG_Biogas;
;TES_per_household-kWh-Res-HHnew-Thermal-WH-Biomass-Biomass_Waste;
;TES_per_household-kWh-Res-HHnew-Thermal-WH-Geo-Geo;
;TES_per_household-kWh-Res-HHnew-Thermal-WH-DistrHeat-Steam_Distr;
;TES_per_household-kWh-Res-HHnew-Thermal-WH-Elc-Elec;
;TES_per_household-kWh-Res-HHnew-Thermal-WH-TotalSolar-Solar;
;TES_per_household-kWh-Res-HHnew-Thermal-CO;
;TES_per_household-kWh-Res-HHnew-Thermal-CO-Solids-Solids;
;TES_per_household-kWh-Res-HHnew-Thermal-CO-LPG-LPG;
;TES_per_household-kWh-Res-HHnew-Thermal-CO-Gas-NG_Biogas;
;TES_per_household-kWh-Res-HHnew-Thermal-CO-Biomass-Biomass_Waste;
;TES_per_household-kWh-Res-HHnew-Thermal-CO-Elc-Elec;
;EMI_per_household-kgCO2-Res-HHnew-Thermal;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SH;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SH-Solids-Solids;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SH-LPG-LPG;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SH-Oil-Oil_LiqBio;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SH-Gas-NG_Biogas;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SH-Biomass-Biomass_Waste;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SH-Geo-Geo;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SH-DistrHeat-Steam_Distr;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SH-AdvElc-Elec;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SH-ConvElc-Elec;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SH-TotalCirculation-Elec;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SC;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-SC-AC-Elec;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-WH;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-WH-Solids-Solids;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-WH-LPG-LPG;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-WH-Oil-Oil_LiqBio;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-WH-Gas-NG_Biogas;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-WH-Biomass-Biomass_Waste;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-WH-Geo-Geo;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-WH-DistrHeat-Steam_Distr;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-WH-Elc-Elec;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-WH-TotalSolar-Solar;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-CO;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-CO-Solids-Solids;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-CO-LPG-LPG;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-CO-Gas-NG_Biogas;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-CO-Biomass-Biomass_Waste;
;EMI_per_household-kgCO2-Res-HHnew-Thermal-CO-Elc-Elec;
;FEC_per_sqm-kWh-Res-HHnew-Thermal;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SH;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SH-Solids-Solids;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SH-LPG-LPG;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SH-Oil-Oil_LiqBio;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SH-Gas-NG_Biogas;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SH-Biomass-Biomass_Waste;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SH-Geo-Geo;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SH-DistrHeat-Steam_Distr;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SH-AdvElc-Elec;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SH-ConvElc-Elec;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SH-TotalCirculation-Elec;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SC;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-SC-AC-Elec;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-WH;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-WH-Solids-Solids;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-WH-LPG-LPG;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-WH-Oil-Oil_LiqBio;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-WH-Gas-NG_Biogas;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-WH-Biomass-Biomass_Waste;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-WH-Geo-Geo;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-WH-DistrHeat-Steam_Distr;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-WH-Elc-Elec;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-WH-TotalSolar-Solar;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-CO;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-CO-Solids-Solids;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-CO-LPG-LPG;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-CO-Gas-NG_Biogas;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-CO-Biomass-Biomass_Waste;
;FEC_per_sqm-kWh-Res-HHnew-Thermal-CO-Elc-Elec;
;TES_per_sqm-kWh-Res-HHnew-Thermal;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SH;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SH-Solids-Solids;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SH-LPG-LPG;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SH-Oil-Oil_LiqBio;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SH-Gas-NG_Biogas;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SH-Biomass-Biomass_Waste;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SH-Geo-Geo;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SH-DistrHeat-Steam_Distr;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SH-AdvElc-Elec;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SH-ConvElc-Elec;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SH-TotalCirculation-Elec;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SC;
;TES_per_sqm-kWh-Res-HHnew-Thermal-SC-AC-Elec;
;TES_per_sqm-kWh-Res-HHnew-Thermal-WH;
;TES_per_sqm-kWh-Res-HHnew-Thermal-WH-Solids-Solids;
;TES_per_sqm-kWh-Res-HHnew-Thermal-WH-LPG-LPG;
;TES_per_sqm-kWh-Res-HHnew-Thermal-WH-Oil-Oil_LiqBio;
;TES_per_sqm-kWh-Res-HHnew-Thermal-WH-Gas-NG_Biogas;
;TES_per_sqm-kWh-Res-HHnew-Thermal-WH-Biomass-Biomass_Waste;
;TES_per_sqm-kWh-Res-HHnew-Thermal-WH-Geo-Geo;
;TES_per_sqm-kWh-Res-HHnew-Thermal-WH-DistrHeat-Steam_Distr;
;TES_per_sqm-kWh-Res-HHnew-Thermal-WH-Elc-Elec;
;TES_per_sqm-kWh-Res-HHnew-Thermal-WH-TotalSolar-Solar;
;TES_per_sqm-kWh-Res-HHnew-Thermal-CO;
;TES_per_sqm-kWh-Res-HHnew-Thermal-CO-Solids-Solids;
;TES_per_sqm-kWh-Res-HHnew-Thermal-CO-LPG-LPG;
;TES_per_sqm-kWh-Res-HHnew-Thermal-CO-Gas-NG_Biogas;
;TES_per_sqm-kWh-Res-HHnew-Thermal-CO-Biomass-Biomass_Waste;
;TES_per_sqm-kWh-Res-HHnew-Thermal-CO-Elc-Elec;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-Solids-Solids;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-LPG-LPG;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-Oil-Oil_LiqBio;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-Gas-NG_Biogas;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-Biomass-Biomass_Waste;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-Geo-Geo;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-DistrHeat-Steam_Distr;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-AdvElc-Elec;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-ConvElc-Elec;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SH-TotalCirculation-Elec;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SC;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-SC-AC-Elec;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-WH;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-WH-Solids-Solids;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-WH-LPG-LPG;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-WH-Oil-Oil_LiqBio;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-WH-Gas-NG_Biogas;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-WH-Biomass-Biomass_Waste;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-WH-Geo-Geo;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-WH-DistrHeat-Steam_Distr;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-WH-Elc-Elec;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-WH-TotalSolar-Solar;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-CO;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-CO-Solids-Solids;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-CO-LPG-LPG;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-CO-Gas-NG_Biogas;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-CO-Biomass-Biomass_Waste;
;EMI_per_sqm-kgCO2-Res-HHnew-Thermal-CO-Elc-Elec;
;FEC-ktoe-Res-HH-Appl-RF;
;FEC-ktoe-Res-HH-Appl-WM;
;FEC-ktoe-Res-HH-Appl-DR;
;FEC-ktoe-Res-HH-Appl-DW;
;FEC-ktoe-Res-HH-Appl-TV;
;FEC-ktoe-Res-HH-Appl-IT;
;FEC-ktoe-Res-HH-Appl-LI;
;FEC-ktoe-Res-HH-Appl-OA;
;Size-MW-Res-HH-Appl;
;Size-MW-Res-HH-Appl-RF;
;Size-MW-Res-HH-Appl-WM;
;Size-MW-Res-HH-Appl-DR;
;Size-MW-Res-HH-Appl-DW;
;Size-MW-Res-HH-Appl-TV;
;Size-MW-Res-HH-Appl-IT;
;Size-MW-Res-HH-Appl-LI;
;Size-MW-Res-HH-Appl-OA;
;NUM-number-Res-HH-Appl-RF;
;NUM-number-Res-HH-Appl-WM;
;NUM-number-Res-HH-Appl-DR;
;NUM-number-Res-HH-Appl-DW;
;NUM-number-Res-HH-Appl-TV;
;NUM-number-Res-HH-Appl-IT;
;NUM-number-Res-HH-Appl-LI;
;NUM-number-Res-HH-Appl-OA;
;NUM-number-Res-HH-Applnew-RF;
;NUM-number-Res-HH-Applnew-WM;
;NUM-number-Res-HH-Applnew-DR;
;NUM-number-Res-HH-Applnew-DW;
;NUM-number-Res-HH-Applnew-TV;
;NUM-number-Res-HH-Applnew-IT;
;NUM-number-Res-HH-Applnew-LI;
;NUM-number-Res-HH-Applnew-OA;
